"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"20210531","동작구","0.016","0.045","0.3","0.002","36","19"
"20210531","동작대로","0.036","0.032","0.4","0.002","38","19"
"20210531","마포구","0.018","0.041","0.4","0.002","30","17"
"20210531","마포아트센터","0.013","0.054","0.4","0.003","51","22"
"20210531","북한산","0.009","0.043","0.4","0.002","27","16"
"20210531","서대문구","0.012","0.048","0.6","0.004","30","18"
"20210531","서울숲","0.016","0.043","0.3","0.002","37","22"
"20210531","서초구","0.019","0.047","0.4","0.003","46","18"
"20210531","성동구","0.017","0.053","0.4","0.002","31","18"
"20210531","성북구","0.019","0.043","0.5","0.002","36","18"
"20210531","세곡","0.013","0.048","0.8","0.003","41","22"
"20210531","송파구","0.018","0.047","0.4","0.002","33","19"
"20210531","시흥대로","0.056","0.022","0.6","0.003","45","20"
"20210531","신촌로","0.028","0.03","0.5","0.003","36","21"
"20210531","양천구","0.017","0.042","0.4","0.003","33","16"
"20210531","영등포구","0.023","0.041","0.5","0.002","34","19"
"20210531","영등포로","0.033","0.035","0.5","0.003","35","18"
"20210531","올림픽공원","0.011","0.051","0.3","0.002","33","21"
"20210531","용산구","0.016","0.03","0.4","0.003","31","16"
"20210531","은평구","0.013","0.051","0.5","0.003","33","21"
"20210531","자연사박물관","0.014","0.056","0.4","0.002","34","20"
"20210531","정릉로","0.035","0.037","0.4","0.002","34","18"
"20210531","종로","0.052","0.029","0.5","0.003","34","16"
"20210531","종로구","0.017","0.043","0.4","0.003","33","17"
"20210531","중구","0.024","0.037","0.4","0.003","37","20"
"20210531","중랑구","0.018","0.037","0.3","0.002","31","16"
"20210531","천호대로","0.026","0.041","0.4","0.002","40","17"
"20210531","청계천로","0.03","0.036","0.6","0.003","34","20"
"20210531","한강대로","0.026","0.025","0.6","0.003","43","21"
"20210531","행주","0.021","0.046","0.5","0.002","32","16"
"20210531","홍릉로","0.025","0.033","0.3","0.002","34","17"
"20210531","화랑로","0.039","0.018","0.5","0.002","37","17"
"20210530","강남구","0.012","0.04","0.4","0.004","26","12"
"20210530","강남대로","0.023","0.032","0.5","0.002","29","12"
"20210530","강동구","0.01","0.035","0.3","0.002","23","11"
"20210530","강변북로","0.021","0.033","0.4","0.003","23","12"
"20210530","강북구","0.009","0.038","0.3","0.002","23","11"
"20210530","강서구","0.02","0.043","0.2","0.002","23","14"
"20210530","공항대로","0.022","0.041","0.4","0.002","28","13"
"20210530","관악구","0.016","0.037","0.4","0.003","26","12"
"20210530","관악산","0.005","0.065","0.2","0.003","29","13"
"20210530","광진구","0.01","0.039","0.3","0.004","23","12"
"20210530","구로구","0.015","0.043","0.4","0.003","29","11"
"20210530","궁동","0.014","0.042","0.3","0.002","26","13"
"20210530","금천구","0.015","0.041","0.4","0.002","27","15"
"20210530","남산","0.008","0.049","0.3","0.002","25","15"
"20210530","노원구","0.011","0.044","0.4","0.002","21","12"
"20210530","도봉구","0.009","0.037","0.3","0.003","23","11"
"20210530","도산대로","0.018","0.032","0.5","0.002","34","15"
"20210530","동대문구","0.013","0.041","0.3","0.002","24","12"
"20210530","동작구","0.014","0.04","0.3","0.002","29","14"
"20210530","동작대로","0.024","0.034","0.4","0.002","28","13"
"20210530","마포구","0.017","0.037","0.3","0.002","23","12"
"20210530","마포아트센터","0.011","0.047","0.4","0.003","25","13"
"20210530","북한산","0.006","0.041","0.3","0.002","16","9"
"20210530","서대문구","0.009","0.045","0.5","0.004","20","12"
"20210530","서울숲","0.012","0.04","0.2","0.002","30","16"
"20210530","서초구","0.013","0.043","0.3","0.003","34","11"
"20210530","성동구","0.014","0.049","0.4","0.002","23","13"
"20210530","성북구","0.017","0.037","0.5","0.003","24","11"
"20210530","세곡","0.011","0.039","0.8","0.003","32","13"
"20210530","송파구","0.013","0.042","0.4","0.002","26","14"
"20210530","시흥대로","0.041","0.026","0.5","0.003","37","15"
"20210530","신촌로","0.023","0.026","0.4","0.003","27","14"
"20210530","양천구","0.015","0.04","0.4","0.003","25","12"
"20210530","영등포구","0.015","0.04","0.5","0.002","26","13"
"20210530","영등포로","0.023","0.037","0.5","0.003","26","13"
"20210530","올림픽공원","0.009","0.045","0.2","0.002","22","13"
"20210530","용산구","0.011","0.034","0.3","0.003","23","11"
"20210530","은평구","0.009","0.047","0.4","0.003","20","12"
"20210530","자연사박물관","0.012","0.051","0.3","0.003","23","9"
"20210530","정릉로","0.027","0.033","0.4","0.002","25","13"
"20210530","종로","0.035","0.032","0.4","0.003","27","11"
"20210530","종로구","0.013","0.042","0.4","0.003","25","12"
"20210530","중구","0.016","0.04","0.4","0.003","28","14"
"20210530","중랑구","0.012","0.035","0.3","0.003","22","10"
"20210530","천호대로","0.018","0.037","0.4","0.002","31","13"
"20210530","청계천로","0.019","0.04","0.4","0.003","26","14"
"20210530","한강대로","0.02","0.022","0.5","0.003","35","16"
"20210530","행주","0.013","0.044","0.5","0.002","24","10"
"20210530","홍릉로","0.017","0.033","0.3","0.002","22","12"
"20210530","화랑로","0.025","0.019","0.4","0.002","27","12"
"20210529","강남구","0.016","0.038","0.4","0.003","20","11"
"20210529","강남대로","0.027","0.029","0.6","0.002","24","11"
"20210529","강동구","0.016","0.035","0.3","0.002","21","11"
"20210529","강변북로","0.021","0.032","0.4","0.003","19","11"
"20210529","강북구","0.007","0.038","0.3","0.002","17","9"
"20210529","강서구","0.021","0.037","0.2","0.003","19","12"
"20210529","공항대로","0.028","0.032","0.4","0.002","27","12"
"20210529","관악구","0.019","0.033","0.4","0.003","22","11"
"20210529","관악산","0.007","0.05","0.2","0.003","18","10"
"20210529","광진구","0.014","0.037","0.3","0.004","21","11"
"20210529","구로구","0.017","0.039","0.4","0.003","22","10"
"20210529","궁동","0.015","0.037","0.3","0.002","21","10"
"20210529","금천구","0.017","0.038","0.4","0.003","23","14"
"20210529","남산","0.01","0.042","0.3","0.002","17","11"
"20210529","노원구","0.013","0.041","0.4","0.002","16","10"
"20210529","도봉구","0.008","0.038","0.3","0.003","16","7"
"20210529","도산대로","0.027","0.026","0.5","0.002","30","14"
"20210529","동대문구","0.016","0.037","0.4","0.002","19","10"
"20210529","동작구","0.014","0.039","0.3","0.002","24","12"
"20210529","동작대로","0.031","0.028","0.4","0.002","26","12"
"20210529","마포구","0.022","0.03","0.4","0.003","20","10"
"20210529","마포아트센터","0.013","0.042","0.4","0.003","19","11"
"20210529","북한산","0.006","0.037","0.4","0.002","12","9"
"20210529","서대문구","0.01","0.038","0.5","0.004","15","10"
"20210529","서울숲","0.015","0.036","0.3","0.002","21","13"
"20210529","서초구","0.021","0.036","0.4","0.003","30","9"
"20210529","성동구","0.018","0.044","0.4","0.002","21","11"
"20210529","성북구","0.015","0.038","0.5","0.003","17","9"
"20210529","세곡","0.022","0.029","0.8","0.003","24","10"
"20210529","송파구","0.019","0.037","0.4","0.003","23","13"
"20210529","시흥대로","0.035","0.027","0.5","0.003","33","13"
"20210529","신촌로","0.033","0.02","0.6","0.003","25","13"
"20210529","양천구","0.015","0.035","0.4","0.003","21","10"
"20210529","영등포구","0.02","0.033","0.5","0.002","22","12"
"20210529","영등포로","0.03","0.029","0.5","0.003","24","11"
"20210529","올림픽공원","0.013","0.042","0.3","0.002","18","13"
"20210529","용산구","0.016","0.026","0.4","0.003","20","10"
"20210529","은평구","0.012","0.036","0.5","0.003","14","11"
"20210529","자연사박물관","0.013","0.043","0.4","0.002","16","8"
"20210529","정릉로","0.029","0.031","0.4","0.002","21","11"
"20210529","종로","0.032","0.032","0.4","0.002","20","9"
"20210529","종로구","0.014","0.038","0.4","0.003","21","11"
"20210529","중구","0.016","0.036","0.4","0.003","21","11"
"20210529","중랑구","0.016","0.034","0.4","0.003","19","10"
"20210529","천호대로","0.027","0.031","0.5","0.002","28","12"
"20210529","청계천로","0.021","0.036","0.4","0.003","22","12"
"20210529","한강대로","0.026","0.02","0.6","0.003","27","13"
"20210529","행주","0.012","0.041","0.5","0.002","19","8"
"20210529","홍릉로","0.024","0.028","0.5","0.002","20","11"
"20210529","화랑로","0.027","0.02","0.4","0.002","22","11"
"20210528","강남구","0.019","0.037","0.6","0.003","38","20"
"20210528","강남대로","0.028","0.029","0.7","0.002","43","28"
"20210528","강동구","0.016","0.035","0.4","0.002","40","21"
"20210528","강변북로","0.024","0.032","0.5","0.003","42","27"
"20210528","강북구","0.012","0.036","0.4","0.002","39","19"
"20210528","강서구","0.024","0.039","0.3","0.002","40","23"
"20210528","공항대로","0.03","0.038","0.6","0.002","37","20"
"20210528","관악구","0.022","0.035","0.6","0.003","41","21"
"20210528","관악산","0.007","0.06","0.3","0.003","23","13"
"20210528","광진구","0.017","0.037","0.5","0.004","36","19"
"20210528","구로구","0.019","0.042","0.5","0.003","49","24"
"20210528","궁동","0.017","0.041","0.5","0.002","43","21"
"20210528","금천구","0.017","0.045","0.5","0.003","38","25"
"20210528","남산","0.012","0.044","0.6","0.003","39","26"
"20210528","노원구","0.015","0.043","0.5","0.002","31","18"
"20210528","도봉구","0.013","0.037","0.4","0.003","35","21"
"20210528","도산대로","0.028","0.028","0.7","0.002","56","30"
"20210528","동대문구","0.021","0.036","0.5","0.003","41","19"
"20210528","동작구","0.017","0.039","0.5","0.002","42","23"
"20210528","동작대로","0.033","0.03","0.6","0.002","47","21"
"20210528","마포구","0.021","0.035","0.5","0.003","35","21"
"20210528","마포아트센터","0.015","0.044","0.6","0.003","46","28"
"20210528","북한산","0.011","0.039","0.5","0.002","32","23"
"20210528","서대문구","0.013","0.041","0.6","0.003","35","19"
"20210528","서울숲","0.019","0.038","0.4","0.002","44","30"
"20210528","서초구","0.022","0.038","0.5","0.003","56","25"
"20210528","성동구","0.021","0.045","0.5","0.003","37","20"
"20210528","성북구","0.02","0.036","0.6","0.003","41","21"
"20210528","세곡","0.017","0.037","0.5","0.003","45","26"
"20210528","송파구","0.019","0.039","0.5","0.002","35","21"
"20210528","시흥대로","0.042","0.029","0.7","0.003","48","22"
"20210528","신촌로","0.031","0.024","0.7","0.003","45","27"
"20210528","양천구","0.02","0.036","0.5","0.003","42","21"
"20210528","영등포구","0.023","0.035","0.6","0.003","37","22"
"20210528","영등포로","0.036","0.029","0.7","0.003","44","24"
"20210528","올림픽공원","0.017","0.042","0.4","0.002","36","27"
"20210528","용산구","0.018","0.03","0.5","0.003","33","17"
"20210528","은평구","0.012","0.047","0.6","0.003","34","23"
"20210528","자연사박물관","0.017","0.047","0.5","0.002","38","24"
"20210528","정릉로","0.039","0.026","0.6","0.003","40","20"
"20210528","종로","0.045","0.026","0.6","0.003","39","17"
"20210528","종로구","0.019","0.037","0.6","0.003","42","20"
"20210528","중구","0.023","0.034","0.5","0.003","44","23"
"20210528","중랑구","0.02","0.035","0.5","0.003","37","18"
"20210528","천호대로","0.027","0.031","0.5","0.003","50","21"
"20210528","청계천로","0.029","0.033","0.7","0.004","41","23"
"20210528","한강대로","0.031","0.02","0.7","0.003","47","24"
"20210528","행주","0.017","0.044","0.6","0.002","38","19"
"20210528","홍릉로","0.029","0.029","0.5","0.002","36","21"
"20210528","화랑로","0.033","0.018","0.6","0.002","37","18"
"20210527","강남구","0.015","0.042","0.4","0.003","36","16"
"20210527","강남대로","0.024","0.035","0.5","0.002","39","18"
"20210527","강동구","0.016","0.038","0.3","0.002","40","17"
"20210527","강변북로","0.028","0.033","0.4","0.003","39","19"
"20210527","강북구","0.013","0.042","0.3","0.002","42","16"
"20210527","강서구","0.019","0.047","0.2","0.002","38","18"
"20210527","공항대로","0.021","0.047","0.4","0.002","40","17"
"20210527","관악구","0.016","0.039","0.4","0.003","39","16"
"20210527","관악산","0.006","0.057","0.3","0.003","29","15"
"20210527","광진구","0.015","0.04","0.3","0.003","39","16"
"20210527","구로구","0.015","0.046","0.4","0.003","44","18"
"20210527","궁동","0.013","0.046","0.4","0.002","44","18"
"20210527","금천구","0.016","0.043","0.4","0.003","38","19"
"20210527","남산","0.01","0.049","0.5","0.003","34","19"
"20210527","노원구","0.018","0.045","0.4","0.002","38","18"
"20210527","도봉구","0.011","0.042","0.3","0.003","38","19"
"20210527","도산대로","0.031","0.027","0.6","0.003","49","22"
"20210527","동대문구","0.017","0.041","0.4","0.002","41","16"
"20210527","동작구","0.012","0.045","0.3","0.002","40","18"
"20210527","동작대로","0.026","0.036","0.4","0.002","41","18"
"20210527","마포구","0.019","0.038","0.4","0.003","36","16"
"20210527","마포아트센터","0.012","0.049","0.5","0.003","41","20"
"20210527","북한산","0.009","0.045","0.4","0.002","31","18"
"20210527","서대문구","0.011","0.045","0.5","0.004","33","19"
"20210527","서울숲","0.017","0.041","0.3","0.002","40","21"
"20210527","서초구","0.024","0.039","0.4","0.003","48","17"
"20210527","성동구","0.022","0.047","0.4","0.002","37","17"
"20210527","성북구","0.019","0.041","0.5","0.003","42","18"
"20210527","세곡","0.014","0.041","0.2","0.003","39","17"
"20210527","송파구","0.016","0.042","0.4","0.002","37","19"
"20210527","시흥대로","0.029","0.037","0.5","0.003","53","20"
"20210527","신촌로","0.037","0.025","0.6","0.003","45","20"
"20210527","양천구","0.014","0.043","0.4","0.003","40","16"
"20210527","영등포구","0.018","0.039","0.5","0.003","39","18"
"20210527","영등포로","0.036","0.031","0.6","0.003","44","19"
"20210527","올림픽공원","0.014","0.049","0.3","0.002","34","21"
"20210527","용산구","0.017","0.033","0.4","0.003","38","16"
"20210527","은평구","0.014","0.048","0.5","0.003","38","21"
"20210527","자연사박물관","0.014","0.051","0.4","0.003","37","18"
"20210527","정릉로","0.04","0.03","0.5","0.003","43","19"
"20210527","종로","0.042","0.034","0.5","0.003","41","15"
"20210527","종로구","0.017","0.043","0.4","0.004","42","17"
"20210527","중구","0.02","0.039","0.4","0.004","45","19"
"20210527","중랑구","0.02","0.037","0.4","0.003","39","16"
"20210527","천호대로","0.026","0.037","0.4","0.002","47","15"
"20210527","청계천로","0.026","0.04","0.6","0.004","41","19"
"20210527","한강대로","0.034","0.021","0.7","0.003","54","23"
"20210527","행주","0.015","0.048","0.5","0.002","38","15"
"20210527","홍릉로","0.029","0.031","0.6","0.003","42","17"
"20210527","화랑로","0.026","0.023","0.4","0.002","42","16"
"20210526","강남구","0.019","0.04","0.4","0.004","39","15"
"20210526","강남대로","0.031","0.029","0.5","0.002","46","15"
"20210526","강동구","0.018","0.036","0.4","0.003","44","16"
"20210526","강변북로","0.03","0.031","0.4","0.003","46","17"
"20210526","강북구","0.014","0.039","0.3","0.002","45","13"
"20210526","강서구","0.019","0.046","0.2","0.003","46","16"
"20210526","공항대로","0.023","0.046","0.3","0.003","48","16"
"20210526","관악구","0.016","0.042","0.4","0.003","40","13"
"20210526","관악산","0.006","0.062","0.2","0.003","47","14"
"20210526","광진구","0.018","0.038","0.3","0.004","45","15"
"20210526","구로구","0.016","0.047","0.4","0.003","50","14"
"20210526","궁동","0.016","0.04","0.3","0.002","41","14"
"20210526","금천구","0.016","0.044","0.3","0.003","41","17"
"20210526","남산","0.012","0.05","0.5","0.003","42","16"
"20210526","노원구","0.018","0.044","0.4","0.003","41","16"
"20210526","도봉구","0.013","0.039","0.3","0.003","42","14"
"20210526","도산대로","0.03","0.029","0.5","0.003","57","18"
"20210526","동대문구","0.018","0.042","0.4","0.003","46","15"
"20210526","동작구","0.014","0.044","0.3","0.003","45","16"
"20210526","동작대로","0.028","0.035","0.4","0.003","44","16"
"20210526","마포구","0.018","0.039","0.3","0.003","41","14"
"20210526","마포아트센터","0.012","0.05","0.4","0.003","49","15"
"20210526","북한산","0.011","0.039","0.4","0.002","37","16"
"20210526","서대문구","0.014","0.04","0.5","0.004","40","17"
"20210526","서울숲","0.019","0.041","0.3","0.003","47","18"
"20210526","서초구","0.021","0.042","0.3","0.003","56","13"
"20210526","성동구","0.021","0.049","0.4","0.003","42","15"
"20210526","성북구","0.021","0.038","0.4","0.003","46","16"
"20210526","세곡","0.017","0.037","0.2","0.003","48","16"
"20210526","송파구","0.02","0.039","0.4","0.003","41","18"
"20210526","시흥대로","0.042","0.028","0.5","0.003","52","17"
"20210526","신촌로","0.033","0.026","0.5","0.003","47","18"
"20210526","양천구","0.016","0.042","0.4","0.003","45","14"
"20210526","영등포구","0.021","0.039","0.4","0.003","44","16"
"20210526","영등포로","0.035","0.033","0.5","0.003","46","16"
"20210526","올림픽공원","0.015","0.046","0.3","0.003","39","17"
"20210526","용산구","0.017","0.033","0.4","0.003","43","13"
"20210526","은평구","0.015","0.045","0.4","0.003","44","18"
"20210526","자연사박물관","0.016","0.048","0.3","0.003","43","14"
"20210526","정릉로","0.041","0.026","0.4","0.003","46","17"
"20210526","종로","0.039","0.031","0.5","0.003","46","13"
"20210526","종로구","0.018","0.042","0.4","0.004","47","15"
"20210526","중구","0.024","0.038","0.4","0.004","50","16"
"20210526","중랑구","0.02","0.037","0.4","0.003","45","14"
"20210526","천호대로","0.031","0.034","0.4","0.003","52","13"
"20210526","청계천로","0.031","0.036","0.6","0.004","44","17"
"20210526","한강대로","0.031","0.02","0.6","0.003","63","22"
"20210526","행주","0.023","0.041","0.4","0.002","45","13"
"20210526","홍릉로","0.028","0.032","0.4","0.003","46","15"
"20210526","화랑로","0.035","0.016","0.5","0.003","51","17"
"20210525","강남구","0.014","0.046","0.4","0.003","97","23"
"20210525","강남대로","0.025","0.036","0.5","0.002","96","31"
"20210525","강동구","0.016","0.041","0.3","0.002","110","27"
"20210525","강변북로","0.026","0.036","0.4","0.003","98","32"
"20210525","강북구","0.009","0.048","0.3","0.002","98","21"
"20210525","강서구","0.019","0.044","0.2","0.003","109","27"
"20210525","공항대로","0.023","0.044","0.4","0.003","102","32"
"20210525","관악구","0.016","0.041","0.4","0.003","95","24"
"20210525","관악산","0.006","0.06","0.2","0.003","96","27"
"20210525","광진구","0.014","0.045","0.3","0.004","108","27"
"20210525","구로구","0.016","0.046","0.4","0.003","104","30"
"20210525","궁동","0.013","0.047","0.3","0.002","97","23"
"20210525","금천구","0.016","0.046","0.3","0.003","97","26"
"20210525","남산","0.01","0.049","0.4","0.003","88","29"
"20210525","노원구","0.014","0.041","0.4","0.003","100","31"
"20210525","도봉구","0.009","0.046","0.3","0.003","94","30"
"20210525","도산대로","0.026","0.031","0.5","0.003","111","34"
"20210525","동대문구","0.016","0.043","0.3","0.003","102","22"
"20210525","동작구","0.012","0.046","0.3","0.003","106","37"
"20210525","동작대로","0.025","0.037","0.4","0.003","100","27"
"20210525","마포구","0.019","0.038","0.3","0.003","93","25"
"20210525","마포아트센터","0.012","0.05","0.4","0.003","110","32"
"20210525","북한산","0.008","0.046","0.4","0.002","76","32"
"20210525","서대문구","0.013","0.042","0.5","0.004","87","35"
"20210525","서울숲","0.016","0.044","0.2","0.002","95","35"
"20210525","서초구","0.023","0.037","0.3","0.003","115","28"
"20210525","성동구","0.02","0.052","0.3","0.003","105","24"
"20210525","성북구","0.016","0.045","0.4","0.003","102","34"
"20210525","세곡","0.017","0.04","0.2","0.003","99","34"
"20210525","송파구","0.017","0.046","0.4","0.003","104","33"
"20210525","시흥대로","0.021","0.04","0.4","0.003","116","23"
"20210525","신촌로","0.04","0.023","0.6","0.003","106","29"
"20210525","양천구","0.015","0.042","0.4","0.003","101","24"
"20210525","영등포구","0.016","0.037","0.4","0.002","99","24"
"20210525","영등포로","0.036","0.031","0.5","0.003","102","28"
"20210525","올림픽공원","0.014","0.052","0.2","0.002","89","35"
"20210525","용산구","0.016","0.034","0.4","0.003","102","21"
"20210525","은평구","0.013","0.047","0.4","0.003","91","35"
"20210525","자연사박물관","0.013","0.055","0.3","0.003","56","20"
"20210525","정릉로","0.034","0.034","0.4","0.003","106","34"
"20210525","종로","0.034","0.036","0.4","0.003","104","21"
"20210525","종로구","0.016","0.043","0.4","0.004","111","23"
"20210525","중구","0.017","0.043","0.4","0.004","113","25"
"20210525","중랑구","0.019","0.04","0.3","0.003","102","26"
"20210525","천호대로","0.026","0.041","0.4","0.003","116","20"
"20210525","청계천로","0.023","0.042","0.5","0.004","103","26"
"20210525","한강대로","0.03","0.021","0.6","0.003","112","28"
"20210525","행주","0.013","0.048","0.4","0.002","96","27"
"20210525","홍릉로","0.025","0.035","0.4","0.003","95","24"
"20210525","화랑로","0.031","0.023","0.4","0.003","113","25"
"20210524","강남구","0.017","0.044","0.4","0.004","105","25"
"20210524","강남대로","0.029","0.034","0.5","0.002","128","39"
"20210524","강동구","0.016","0.041","0.3","0.003","112","29"
"20210524","강변북로","0.033","0.032","0.5","0.003","121","38"
"20210524","강북구","0.007","0.049","0.3","0.002","134","27"
"20210524","강서구","0.019","0.045","0.2","0.003","124","33"
"20210524","공항대로","0.027","0.04","0.4","0.003","114","35"
"20210524","관악구","0.019","0.038","0.4","0.003","103","26"
"20210524","관악산","0.008","0.058","0.2","0.003","142","38"
"20210524","광진구","0.015","0.044","0.3","0.004","111","27"
"20210524","구로구","0.017","0.044","0.4","0.004","130","33"
"20210524","궁동","0.016","0.044","0.3","0.002","115","29"
"20210524","금천구","0.019","0.04","0.4","0.003","104","30"
"20210524","남산","0.011","0.05","0.4","0.003","112","35"
"20210524","노원구","0.011","0.043","0.4","0.003","115","33"
"20210524","도봉구","0.009","0.048","0.2","0.003","132","39"
"20210524","도산대로","0.026","0.032","0.5","0.003","137","41"
"20210524","동대문구","0.016","0.044","0.3","0.003","118","24"
"20210524","동작구","0.015","0.043","0.3","0.003","122","41"
"20210524","동작대로","0.031","0.033","0.4","0.003","115","31"
"20210524","마포구","0.02","0.037","0.3","0.003","106","29"
"20210524","마포아트센터","0.013","0.05","0.4","0.003","124","37"
"20210524","북한산","0.008","0.05","0.5","0.002","121","40"
"20210524","서대문구","0.013","0.044","0.5","0.004","117","43"
"20210524","서울숲","0.019","0.041","0.3","0.003","123","42"
"20210524","서초구","0.02","0.038","0.3","0.003","144","32"
"20210524","성동구","0.023","0.048","0.4","0.003","107","24"
"20210524","성북구","0.017","0.046","0.3","0.003","142","40"
"20210524","세곡","0.02","0.038","0.2","0.003","125","40"
"20210524","송파구","0.02","0.043","0.4","0.003","110","46"
"20210524","시흥대로","0.027","0.037","0.4","0.003","128","27"
"20210524","신촌로","0.04","0.022","0.6","0.003","117","31"
"20210524","양천구","0.016","0.041","0.4","0.003","123","30"
"20210524","영등포구","0.018","0.04","0.4","0.002","105","27"
"20210524","영등포로","0.04","0.03","0.5","0.003","112","31"
"20210524","올림픽공원","0.015","0.052","0.3","0.002","106","39"
"20210524","용산구","0.018","0.032","0.4","0.003","110","22"
"20210524","은평구","0.012","0.05","0.4","0.003","135","43"
"20210524","자연사박물관","0.015","0.051","0.3","0.003","132","36"
"20210524","정릉로","0.033","0.037","0.4","0.003","126","38"
"20210524","종로","0.034","0.038","0.4","0.003","110","24"
"20210524","종로구","0.015","0.045","0.4","0.004","120","23"
"20210524","중구","0.016","0.045","0.4","0.004","124","28"
"20210524","중랑구","0.018","0.041","0.3","0.003","118","28"
"20210524","천호대로","0.027","0.041","0.4","0.003","124","24"
"20210524","청계천로","0.022","0.043","0.5","0.004","115","29"
"20210524","한강대로","0.026","0.024","0.6","0.003","126","29"
"20210524","행주","0.012","0.05","0.4","0.002","117","30"
"20210524","홍릉로","0.026","0.035","0.4","0.003","116","25"
"20210524","화랑로","0.031","0.024","0.4","0.003","128","29"
"20210523","강남구","0.015","0.054","0.4","0.004","29","20"
"20210523","강남대로","0.027","0.04","0.6","0.002","32","20"
"20210523","강동구","0.014","0.048","0.4","0.003","31","21"
"20210523","강변북로","","0.042","0.7","0.003","37","24"
"20210523","강북구","0.01","0.052","0.3","0.002","32","20"
"20210523","강서구","0.018","0.058","0.2","0.004","34","26"
"20210523","공항대로","0.025","0.054","0.4","0.003","35","22"
"20210523","관악구","0.018","0.049","0.5","0.004","29","19"
"20210523","관악산","0.006","0.076","0.2","0.003","27","17"
"20210523","광진구","0.015","0.051","0.4","0.004","32","23"
"20210523","구로구","0.017","0.056","0.4","0.004","39","22"
"20210523","궁동","0.014","0.05","0.3","0.003","34","21"
"20210523","금천구","0.016","0.052","0.4","0.003","29","19"
"20210523","남산","0.012","0.059","0.5","0.003","34","26"
"20210523","노원구","0.014","0.046","0.4","0.003","30","20"
"20210523","도봉구","0.01","0.053","0.3","0.003","35","21"
"20210523","도산대로","0.026","0.04","0.6","0.003","46","26"
"20210523","동대문구","0.017","0.049","0.4","0.003","37","23"
"20210523","동작구","0.014","0.051","0.4","0.003","32","20"
"20210523","동작대로","0.032","0.041","0.5","0.003","33","21"
"20210523","마포구","0.023","0.044","0.4","0.003","33","24"
"20210523","마포아트센터","0.014","0.058","0.5","0.003","38","26"
"20210523","북한산","0.008","0.057","0.5","0.002","26","17"
"20210523","서대문구","0.013","0.05","0.6","0.004","32","26"
"20210523","서울숲","0.016","0.051","0.3","0.003","41","27"
"20210523","서초구","0.019","0.047","0.4","0.003","41","18"
"20210523","성동구","0.019","0.063","0.4","0.003","30","20"
"20210523","성북구","0.016","0.053","0.4","0.003","35","20"
"20210523","세곡","0.016","0.048","0.2","0.003","34","20"
"20210523","송파구","0.018","0.055","0.5","0.003","29","21"
"20210523","시흥대로","0.029","0.044","0.5","0.004","37","22"
"20210523","신촌로","0.036","0.029","0.6","0.003","42","30"
"20210523","양천구","0.014","0.054","0.4","0.004","36","24"
"20210523","영등포구","0.016","0.052","0.5","0.003","33","24"
"20210523","영등포로","0.031","0.047","0.5","0.003","34","24"
"20210523","올림픽공원","0.015","0.059","0.3","0.003","31","24"
"20210523","용산구","0.016","0.041","0.4","0.003","29","19"
"20210523","은평구","0.011","0.057","0.5","0.003","33","25"
"20210523","자연사박물관","0.018","0.057","0.5","0.003","37","24"
"20210523","정릉로","0.031","0.046","0.4","0.003","32","21"
"20210523","종로","0.035","0.042","0.4","0.003","32","18"
"20210523","종로구","0.015","0.052","0.4","0.004","37","22"
"20210523","중구","0.018","0.049","0.4","0.004","38","24"
"20210523","중랑구","0.016","0.047","0.4","0.003","33","20"
"20210523","천호대로","0.023","0.052","0.4","0.003","41","21"
"20210523","청계천로","0.02","0.051","0.4","0.004","34","26"
"20210523","한강대로","0.026","0.027","0.6","0.003","42","24"
"20210523","행주","0.018","0.05","0.5","0.002","35","23"
"20210523","홍릉로","0.026","0.041","0.5","0.003","36","22"
"20210523","화랑로","0.027","0.026","0.5","0.003","35","21"
"20210522","강남구","0.017","0.044","0.4","0.003","23","13"
"20210522","강남대로","0.029","0.031","0.5","0.002","29","15"
"20210522","강동구","0.02","0.035","0.4","0.002","26","15"
"20210522","강변북로","0.031","0.029","0.7","0.003","29","15"
"20210522","강북구","0.012","0.038","0.3","0.002","27","14"
"20210522","강서구","0.021","0.042","0.2","0.003","22","15"
"20210522","공항대로","0.026","0.041","0.4","0.003","25","12"
"20210522","관악구","0.021","0.039","0.4","0.003","22","13"
"20210522","관악산","0.007","0.062","0.2","0.003","23","14"
"20210522","광진구","0.018","0.042","0.4","0.004","24","15"
"20210522","구로구","0.018","0.044","0.3","0.003","28","13"
"20210522","궁동","0.018","0.04","0.3","0.002","25","14"
"20210522","금천구","0.018","0.042","0.3","0.003","21","14"
"20210522","남산","0.013","0.045","0.5","0.003","23","16"
"20210522","노원구","0.019","0.033","0.4","0.002","23","14"
"20210522","도봉구","0.013","0.039","0.3","0.003","27","13"
"20210522","도산대로","0.027","0.032","0.5","0.003","33","16"
"20210522","동대문구","0.019","0.042","0.3","0.003","27","14"
"20210522","동작구","0.014","0.045","0.3","0.003","24","13"
"20210522","동작대로","0.032","0.032","0.4","0.003","27","15"
"20210522","마포구","0.025","0.033","0.3","0.003","21","14"
"20210522","마포아트센터","0.014","0.047","0.4","0.003","27","14"
"20210522","북한산","0.007","0.045","0.5","0.002","18","13"
