baseYmd,daywkDivCd,daywkDivNm,signguCode,signguNm,touDivCd,touDivNm,touNum
20210426,1,월요일,31110,중구,2,외지인(b),59132.5
20210426,1,월요일,31110,중구,3,외국인(c),54.89653409
20210426,1,월요일,31140,남구,1,현지인(a),180768
20210426,1,월요일,31140,남구,2,외지인(b),95245.5
20210426,1,월요일,31140,남구,3,외국인(c),235.9188032
20210426,1,월요일,31170,동구,1,현지인(a),81287.5
20210426,1,월요일,31170,동구,2,외지인(b),27947.5
20210426,1,월요일,31170,동구,3,외국인(c),207.6088866
20210426,1,월요일,31200,북구,1,현지인(a),93236.5
20210426,1,월요일,31200,북구,2,외지인(b),48604.5
20210426,1,월요일,31200,북구,3,외국인(c),785.5776119
20210426,1,월요일,31710,울주군,1,현지인(a),106589
20210427,2,화요일,11470,양천구,1,현지인(a),178115
20210427,2,화요일,11470,양천구,2,외지인(b),101125.5
20210427,2,화요일,11470,양천구,3,외국인(c),52.37017115
20210427,2,화요일,11500,강서구,1,현지인(a),251909
20210427,2,화요일,11500,강서구,2,외지인(b),186998
20210427,2,화요일,11500,강서구,3,외국인(c),242.2476233
20210427,2,화요일,11530,구로구,1,현지인(a),189437.5
20210427,2,화요일,11530,구로구,2,외지인(b),148078
20210427,2,화요일,11530,구로구,3,외국인(c),272.2694946
20210427,2,화요일,11545,금천구,1,현지인(a),90184.5
20210427,2,화요일,11545,금천구,2,외지인(b),76632.5
20210427,2,화요일,11545,금천구,3,외국인(c),136.519377
20210427,2,화요일,11560,영등포구,1,현지인(a),270266.5
20210427,2,화요일,11560,영등포구,2,외지인(b),258188
20210427,2,화요일,11560,영등포구,3,외국인(c),272.8391284
20210427,2,화요일,11590,동작구,1,현지인(a),175434
20210427,2,화요일,11590,동작구,2,외지인(b),131950
20210427,2,화요일,11590,동작구,3,외국인(c),112.6548454
20210427,2,화요일,11620,관악구,1,현지인(a),221102
20210427,2,화요일,11620,관악구,2,외지인(b),140430.5
20210427,2,화요일,11620,관악구,3,외국인(c),120.0399381
20210427,2,화요일,11650,서초구,1,현지인(a),328170.5
20210427,2,화요일,11650,서초구,2,외지인(b),394425.5
20210427,2,화요일,11650,서초구,3,외국인(c),168.106198
20210427,2,화요일,11680,강남구,1,현지인(a),517860
20210427,2,화요일,11680,강남구,2,외지인(b),545895
20210427,2,화요일,11680,강남구,3,외국인(c),413.3148127
20210427,2,화요일,11710,송파구,1,현지인(a),410683
20210427,2,화요일,11710,송파구,2,외지인(b),267820
20210427,2,화요일,11710,송파구,3,외국인(c),187.0155725
20210427,2,화요일,11740,강동구,1,현지인(a),278180
20210427,2,화요일,11740,강동구,2,외지인(b),131831
20210427,2,화요일,11740,강동구,3,외국인(c),70.11153989
20210427,2,화요일,26110,중구,1,현지인(a),34902
20210427,2,화요일,26110,중구,2,외지인(b),87290
20210427,2,화요일,26110,중구,3,외국인(c),136.1182794
20210427,2,화요일,26140,서구,1,현지인(a),47705
20210427,2,화요일,26140,서구,2,외지인(b),53280.5
20210427,2,화요일,26140,서구,3,외국인(c),243.8514265
20210427,2,화요일,26170,동구,1,현지인(a),42259
20210427,2,화요일,26170,동구,2,외지인(b),64613.5
20210427,2,화요일,26170,동구,3,외국인(c),68.26764706
20210427,2,화요일,26200,영도구,1,현지인(a),55125
20210427,2,화요일,26200,영도구,2,외지인(b),36991.5
20210427,2,화요일,26200,영도구,3,외국인(c),217.46141
20210427,2,화요일,26230,부산진구,1,현지인(a),183456
20210427,2,화요일,26230,부산진구,2,외지인(b),154255.5
20210427,2,화요일,26230,부산진구,3,외국인(c),50.05226804
20210427,2,화요일,26260,동래구,1,현지인(a),118020
20210427,2,화요일,26260,동래구,2,외지인(b),79194.5
20210427,2,화요일,26260,동래구,3,외국인(c),16.43693333
20210428,3,수요일,11110,종로구,1,현지인(a),151620
20210428,3,수요일,11110,종로구,2,외지인(b),311223.5
20210428,3,수요일,11110,종로구,3,외국인(c),127.5892308
20210428,3,수요일,11140,중구,1,현지인(a),157766
20210428,3,수요일,11140,중구,2,외지인(b),324149
20210428,3,수요일,11140,중구,3,외국인(c),434.9547604
20210428,3,수요일,11170,용산구,1,현지인(a),160776
20210428,3,수요일,11170,용산구,2,외지인(b),209874
20210428,3,수요일,11170,용산구,3,외국인(c),170.6403302
20210428,3,수요일,11200,성동구,1,현지인(a),170950.5
20210428,3,수요일,11200,성동구,2,외지인(b),148624
20210428,3,수요일,11200,성동구,3,외국인(c),111.3179189
20210428,3,수요일,11215,광진구,1,현지인(a),198975
20210428,3,수요일,11215,광진구,2,외지인(b),159803
20210428,3,수요일,11215,광진구,3,외국인(c),114.849
20210428,3,수요일,11230,동대문구,1,현지인(a),173649
20210428,3,수요일,11230,동대문구,2,외지인(b),131218.5
20210428,3,수요일,11230,동대문구,3,외국인(c),161.5183178
20210428,3,수요일,11260,중랑구,1,현지인(a),174380.5
20210428,3,수요일,11260,중랑구,2,외지인(b),92095.5
20210428,3,수요일,11260,중랑구,3,외국인(c),52.74992883
20210428,3,수요일,11290,성북구,1,현지인(a),218837.5
20210428,3,수요일,11290,성북구,2,외지인(b),118989.5
20210428,3,수요일,11290,성북구,3,외국인(c),127.8572439
20210428,3,수요일,11305,강북구,1,현지인(a),134589
20210428,3,수요일,11305,강북구,2,외지인(b),73720.5
20210428,3,수요일,11305,강북구,3,외국인(c),31.56289575
20210428,3,수요일,11320,도봉구,1,현지인(a),118240.5
20210428,3,수요일,11320,도봉구,2,외지인(b),77203
20210428,3,수요일,11320,도봉구,3,외국인(c),36.01519824
20210428,3,수요일,11350,노원구,1,현지인(a),278624.5
20210428,3,수요일,11350,노원구,2,외지인(b),141344
20210428,3,수요일,11350,노원구,3,외국인(c),45.40512346
20210428,3,수요일,11380,은평구,1,현지인(a),207798.5
20210428,3,수요일,11380,은평구,2,외지인(b),89337.5
20210428,3,수요일,11380,은평구,3,외국인(c),38.87142857
20210428,3,수요일,11410,서대문구,1,현지인(a),173323.5
20210428,3,수요일,11410,서대문구,2,외지인(b),190463
20210428,3,수요일,11410,서대문구,3,외국인(c),198.2730529
20210428,3,수요일,11440,마포구,1,현지인(a),249259.5
20210428,3,수요일,11440,마포구,2,외지인(b),254684.5
20210428,3,수요일,11440,마포구,3,외국인(c),227.7354125
20210428,3,수요일,11470,양천구,1,현지인(a),180005
20210428,3,수요일,11470,양천구,2,외지인(b),103302.5
20210428,3,수요일,11470,양천구,3,외국인(c),53.02342342
20210428,3,수요일,11500,강서구,1,현지인(a),254152.5
20210428,3,수요일,11500,강서구,2,외지인(b),190361.5
20210428,3,수요일,11500,강서구,3,외국인(c),229.6618294
20210428,3,수요일,11530,구로구,1,현지인(a),192360
20210428,3,수요일,11530,구로구,2,외지인(b),153688.5
20210428,3,수요일,11530,구로구,3,외국인(c),284.3189809
20210429,4,목요일,11740,강동구,2,외지인(b),136216.5
20210429,4,목요일,11740,강동구,3,외국인(c),76.27922945
20210429,4,목요일,26110,중구,1,현지인(a),35416.5
20210429,4,목요일,26110,중구,2,외지인(b),91476
20210429,4,목요일,26110,중구,3,외국인(c),152.3469559
20210429,4,목요일,26140,서구,1,현지인(a),47869.5
20210429,4,목요일,26140,서구,2,외지인(b),54533.5
20210429,4,목요일,26140,서구,3,외국인(c),240.0455611
20210429,4,목요일,26170,동구,1,현지인(a),42962.5
20210429,4,목요일,26170,동구,2,외지인(b),68197.5
20210429,4,목요일,26170,동구,3,외국인(c),56.74307692
20210429,4,목요일,26200,영도구,1,현지인(a),55618.5
20210429,4,목요일,26200,영도구,2,외지인(b),38930.5
20210429,4,목요일,26200,영도구,3,외국인(c),178.7835612
20210429,4,목요일,26230,부산진구,1,현지인(a),183596
20210429,4,목요일,26230,부산진구,2,외지인(b),158683
20210429,4,목요일,26230,부산진구,3,외국인(c),39.90700935
20210429,4,목요일,26260,동래구,1,현지인(a),118520.5
20210429,4,목요일,26260,동래구,2,외지인(b),82393.5
20210429,4,목요일,26260,동래구,3,외국인(c),14.88978102
20210429,4,목요일,26290,남구,1,현지인(a),131316.5
20210429,4,목요일,26290,남구,2,외지인(b),72898
20210429,4,목요일,26290,남구,3,외국인(c),257.8101724
20210429,4,목요일,26320,북구,1,현지인(a),138404
20210429,4,목요일,26320,북구,2,외지인(b),60424
20210429,4,목요일,26320,북구,3,외국인(c),8.650384615
20210429,4,목요일,26350,해운대구,1,현지인(a),228399.5
20210429,4,목요일,26350,해운대구,2,외지인(b),146387.5
20210429,4,목요일,26350,해운대구,3,외국인(c),199.8766785
20210429,4,목요일,26380,사하구,1,현지인(a),131645.5
20210429,4,목요일,26380,사하구,2,외지인(b),57235.5
20210429,4,목요일,26380,사하구,3,외국인(c),163.9657022
20210429,4,목요일,26410,금정구,1,현지인(a),115167.5
20210429,4,목요일,26410,금정구,2,외지인(b),67371.5
20210429,4,목요일,26410,금정구,3,외국인(c),38.9126087
20210429,4,목요일,26440,강서구,1,현지인(a),64512
20210429,4,목요일,26440,강서구,2,외지인(b),91147
20210429,4,목요일,26440,강서구,3,외국인(c),1362.301857
20210429,4,목요일,26470,연제구,1,현지인(a),79677.5
20210429,4,목요일,26470,연제구,2,외지인(b),63889
20210429,4,목요일,26470,연제구,3,외국인(c),6.028571429
20210429,4,목요일,26500,수영구,1,현지인(a),84773.5
20210429,4,목요일,26500,수영구,2,외지인(b),83139
20210429,4,목요일,26500,수영구,3,외국인(c),87.83711572
20210429,4,목요일,26530,사상구,1,현지인(a),84448
20210429,4,목요일,26530,사상구,2,외지인(b),66188.5
20210429,4,목요일,26530,사상구,3,외국인(c),47.09716667
20210429,4,목요일,26710,기장군,1,현지인(a),78032.5
20210429,4,목요일,26710,기장군,2,외지인(b),84493.5
20210429,4,목요일,26710,기장군,3,외국인(c),221.6053803
20210429,4,목요일,27110,중구,1,현지인(a),61250
20210430,5,금요일,11110,종로구,1,현지인(a),149838.5
20210430,5,금요일,11110,종로구,2,외지인(b),322378
20210430,5,금요일,11110,종로구,3,외국인(c),144.334527
20210430,5,금요일,11140,중구,1,현지인(a),156355.5
20210430,5,금요일,11140,중구,2,외지인(b),341701.5
20210430,5,금요일,11140,중구,3,외국인(c),445.1275732
20210430,5,금요일,11170,용산구,1,현지인(a),162039.5
20210430,5,금요일,11170,용산구,2,외지인(b),252836.5
20210430,5,금요일,11170,용산구,3,외국인(c),182.6655672
20210430,5,금요일,11200,성동구,1,현지인(a),170240
20210430,5,금요일,11200,성동구,2,외지인(b),163135
20210430,5,금요일,11200,성동구,3,외국인(c),98.14164051
20210430,5,금요일,11215,광진구,1,현지인(a),199622.5
20210430,5,금요일,11215,광진구,2,외지인(b),180771.5
20210430,5,금요일,11215,광진구,3,외국인(c),136.7824766
20210430,5,금요일,11230,동대문구,1,현지인(a),173715.5
20210430,5,금요일,11230,동대문구,2,외지인(b),141939
20210430,5,금요일,11230,동대문구,3,외국인(c),137.0173572
20210430,5,금요일,11260,중랑구,1,현지인(a),174065.5
20210430,5,금요일,11260,중랑구,2,외지인(b),97555.5
20210430,5,금요일,11260,중랑구,3,외국인(c),37.22347826
20210430,5,금요일,11290,성북구,1,현지인(a),219324
20210430,5,금요일,11290,성북구,2,외지인(b),128817.5
20210430,5,금요일,11290,성북구,3,외국인(c),132.1882192
20210430,5,금요일,11305,강북구,1,현지인(a),136055.5
20210430,5,금요일,11305,강북구,2,외지인(b),81182.5
20210430,5,금요일,11305,강북구,3,외국인(c),27.91849315
20210430,5,금요일,11320,도봉구,1,현지인(a),119241.5
20210430,5,금요일,11320,도봉구,2,외지인(b),80559.5
20210430,5,금요일,11320,도봉구,3,외국인(c),35.96876033
20210430,5,금요일,11350,노원구,1,현지인(a),279391
20210430,5,금요일,11350,노원구,2,외지인(b),149369.5
20210430,5,금요일,11350,노원구,3,외국인(c),63.93335079
20210430,5,금요일,11380,은평구,1,현지인(a),211263.5
20210430,5,금요일,11380,은평구,2,외지인(b),100887.5
20210430,5,금요일,11380,은평구,3,외국인(c),57.06248677
20210430,5,금요일,11410,서대문구,1,현지인(a),173096
20210430,5,금요일,11410,서대문구,2,외지인(b),205985.5
20210430,5,금요일,11410,서대문구,3,외국인(c),184.8793327
20210430,5,금요일,11440,마포구,1,현지인(a),248262
20210430,5,금요일,11440,마포구,2,외지인(b),297209.5
20210430,5,금요일,11440,마포구,3,외국인(c),231.7820865
20210430,5,금요일,11470,양천구,1,현지인(a),181317.5
20210430,5,금요일,11470,양천구,2,외지인(b),115262
20210430,5,금요일,11470,양천구,3,외국인(c),61.67874055
20210430,5,금요일,11500,강서구,1,현지인(a),255538.5
20210430,5,금요일,11500,강서구,2,외지인(b),221872
20210430,5,금요일,11500,강서구,3,외국인(c),264.6219712
20210430,5,금요일,11530,구로구,1,현지인(a),193833.5
20210430,5,금요일,11530,구로구,2,외지인(b),167265
20210430,5,금요일,11530,구로구,3,외국인(c),303.7695803
